"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"921",40,78,62,100,58,67,35,39,0,32,27,22,62,7,100,0,2,2,40,78,62,100,58,67,35,39,0,32,27,22,62,7,100,0,2,2
"922",81,97,2,90,0,61,81,72,100,100,81,67,69,33,59,0,9,6,81,97,2,90,0,61,81,72,100,100,81,67,69,33,59,0,9,6
"923",0,88,26,100,56,86,45,51,26,19,34,0,69,2,100,10,2,2,0,88,26,100,56,86,45,51,26,19,34,0,69,2,100,10,2,2
"924",35,100,5,72,0,40,44,18,87,30,100,58,70,30,53,0,4,6,35,100,5,72,0,40,44,18,87,30,100,58,70,30,53,0,4,6
"925",31,85,63,100,75,71,39,43,0,17,11,4,58,1,100,0,2,2,31,85,63,100,75,71,39,43,0,17,11,4,58,1,100,0,2,2
"926",0,74,36,100,64,74,54,37,37,0,23,12,38,39,100,43,7,2,0,74,36,100,64,74,54,37,37,0,23,12,38,39,100,43,7,2
"927",13,98,0,74,51,57,32,0,2,22,4,85,41,100,100,100,5,7,13,98,0,74,51,57,32,0,2,22,4,85,41,100,100,100,5,7
"928",98,78,44,76,40,100,91,98,100,69,79,42,44,18,0,0,9,9,98,78,44,76,40,100,91,98,100,69,79,42,44,18,0,0,9,9
"929",46,88,78,100,79,67,65,47,100,32,75,7,37,0,0,5,3,9,46,88,78,100,79,67,65,47,100,32,75,7,37,0,0,5,3,9
"930",94,77,54,100,0,74,47,52,85,76,100,38,82,0,5,0,9,6,94,77,54,100,0,74,47,52,85,76,100,38,82,0,5,0,9,6
"931",41,75,62,100,100,94,74,67,37,43,0,20,23,2,83,0,2,2,41,75,62,100,100,94,74,67,37,43,0,20,23,2,83,0,2,2
"932",32,75,6,48,0,16,34,0,79,11,100,39,99,70,82,100,0,5,32,75,6,48,0,16,34,0,79,11,100,39,99,70,82,100,0,5
"933",71,100,29,69,0,32,24,0,76,18,100,56,85,95,31,98,0,5,71,100,29,69,0,32,24,0,76,18,100,56,85,95,31,98,0,5
"934",42,80,19,62,51,28,13,0,0,26,11,70,46,100,100,98,5,7,42,80,19,62,51,28,13,0,0,26,11,70,46,100,100,98,5,7
"935",32,52,22,0,100,2,78,63,35,37,14,100,71,92,0,73,8,1,32,52,22,0,100,2,78,63,35,37,14,100,71,92,0,73,8,1
"936",27,100,15,72,0,42,49,31,100,36,82,62,68,31,66,0,4,6,27,100,15,72,0,42,49,31,100,36,82,62,68,31,66,0,4,6
"937",0,77,26,100,49,87,39,54,15,26,24,11,62,4,100,0,2,2,0,77,26,100,49,87,39,54,15,26,24,11,62,4,100,0,2,2
"938",34,96,43,63,89,37,65,0,0,14,12,54,26,93,100,100,5,7,34,96,43,63,89,37,65,0,0,14,12,54,26,93,100,100,5,7
"939",29,100,16,77,0,41,70,34,100,64,89,67,57,34,26,0,4,6,29,100,16,77,0,41,70,34,100,64,89,67,57,34,26,0,4,6
"940",0,96,51,100,98,88,87,61,53,42,100,27,68,7,17,0,3,9,0,96,51,100,98,88,87,61,53,42,100,27,68,7,17,0,3,9
"941",6,83,0,39,24,0,73,11,100,51,82,94,35,100,6,62,0,10,6,83,0,39,24,0,73,11,100,51,82,94,35,100,6,62,0,10
"942",33,88,39,59,63,100,0,65,28,43,40,0,100,42,25,47,8,4,33,88,39,59,63,100,0,65,28,43,40,0,100,42,25,47,8,4
"943",69,97,0,90,24,45,81,3,0,0,46,45,100,89,20,100,8,1,69,97,0,90,24,45,81,3,0,0,46,45,100,89,20,100,8,1
"944",0,51,10,59,57,79,100,100,92,78,70,52,52,25,32,0,1,3,0,51,10,59,57,79,100,100,92,78,70,52,52,25,32,0,1,3
"945",27,84,58,100,76,68,57,34,16,13,0,9,50,5,100,0,2,2,27,84,58,100,76,68,57,34,16,13,0,9,50,5,100,0,2,2
"946",0,61,15,62,51,81,89,100,100,80,86,53,72,26,57,0,1,3,0,61,15,62,51,81,89,100,100,80,86,53,72,26,57,0,1,3
"947",13,96,56,100,56,75,30,53,0,32,3,11,51,5,100,0,2,2,13,96,56,100,56,75,30,53,0,32,3,11,51,5,100,0,2,2
"948",35,88,30,57,50,17,11,0,0,38,56,68,100,100,20,100,8,1,35,88,30,57,50,17,11,0,0,38,56,68,100,100,20,100,8,1
"949",54,96,60,67,87,34,48,0,14,26,0,72,40,100,100,99,5,7,54,96,60,67,87,34,48,0,14,26,0,72,40,100,100,99,5,7
"950",22,72,34,100,62,73,38,35,0,8,5,0,53,3,100,8,2,2,22,72,34,100,62,73,38,35,0,8,5,0,53,3,100,8,2,2
"951",28,86,8,60,54,45,28,0,6,20,0,70,40,98,100,100,5,7,28,86,8,60,54,45,28,0,6,20,0,70,40,98,100,100,5,7
"952",0,92,51,100,100,98,83,57,71,14,59,0,44,33,97,42,7,2,0,92,51,100,100,98,83,57,71,14,59,0,44,33,97,42,7,2
"953",0,94,22,100,71,94,70,51,61,0,42,9,52,32,100,20,7,2,0,94,22,100,71,94,70,51,61,0,42,9,52,32,100,20,7,2
"954",62,88,20,65,0,24,34,0,78,24,100,63,77,100,26,93,0,5,62,88,20,65,0,24,34,0,78,24,100,63,77,100,26,93,0,5
"955",11,85,31,100,92,95,75,63,46,36,100,16,62,0,0,9,3,9,11,85,31,100,92,95,75,63,46,36,100,16,62,0,0,9,3,9
"956",70,69,100,95,40,100,0,74,53,75,78,57,51,28,21,0,9,9,70,69,100,95,40,100,0,74,53,75,78,57,51,28,21,0,9,9
"957",4,77,29,100,80,98,68,69,93,46,100,13,52,0,0,4,3,9,4,77,29,100,80,98,68,69,93,46,100,13,52,0,0,4,3,9
"958",33,100,13,89,0,61,49,58,100,76,63,55,37,28,20,0,4,6,33,100,13,89,0,61,49,58,100,76,63,55,37,28,20,0,4,6
"959",100,87,26,100,0,70,66,68,97,99,86,66,72,33,69,0,9,6,100,87,26,100,0,70,66,68,97,99,86,66,72,33,69,0,9,6
"960",10,71,57,100,91,76,65,37,30,0,0,11,30,31,100,33,7,2,10,71,57,100,91,76,65,37,30,0,0,11,30,31,100,33,7,2
"961",9,100,18,82,0,49,10,24,71,26,100,51,92,31,90,0,4,6,9,100,18,82,0,49,10,24,71,26,100,51,92,31,90,0,4,6
"962",0,66,1,64,26,53,63,26,12,0,12,52,33,91,100,100,5,7,0,66,1,64,26,53,63,26,12,0,12,52,33,91,100,100,5,7
"963",100,100,54,85,21,60,0,33,2,5,52,0,54,22,1,17,6,4,100,100,54,85,21,60,0,33,2,5,52,0,54,22,1,17,6,4
"964",0,81,41,79,79,96,100,100,95,74,87,49,78,23,78,0,1,3,0,81,41,79,79,96,100,100,95,74,87,49,78,23,78,0,1,3
"965",0,95,31,100,78,97,54,47,23,0,17,5,44,39,100,48,7,2,0,95,31,100,78,97,54,47,23,0,17,5,44,39,100,48,7,2
"966",20,100,6,79,0,49,65,43,100,66,86,59,70,29,52,0,4,6,20,100,6,79,0,49,65,43,100,66,86,59,70,29,52,0,4,6
"967",11,84,0,34,35,0,84,19,100,67,65,100,21,70,11,24,0,10,11,84,0,34,35,0,84,19,100,67,65,100,21,70,11,24,0,10
"968",57,96,3,100,27,74,62,90,86,71,100,31,63,0,0,3,9,9,57,96,3,100,27,74,62,90,86,71,100,31,63,0,0,3,9,9
"969",66,86,0,94,21,52,80,14,14,0,42,39,100,78,49,100,8,8,66,86,0,94,21,52,80,14,14,0,42,39,100,78,49,100,8,8
"970",25,75,37,98,92,100,100,75,68,51,97,27,51,9,0,0,3,9,25,75,37,98,92,100,100,75,68,51,97,27,51,9,0,0,3,9
"971",78,67,65,100,0,75,56,37,84,0,2,10,35,52,100,86,8,8,78,67,65,100,0,75,56,37,84,0,2,10,35,52,100,86,8,8
"972",22,100,0,55,40,59,53,2,19,0,20,66,41,99,100,98,5,7,22,100,0,55,40,59,53,2,19,0,20,66,41,99,100,98,5,7
"973",89,100,40,79,0,42,69,38,100,59,74,87,69,43,68,0,4,6,89,100,40,79,0,42,69,38,100,59,74,87,69,43,68,0,4,6
"974",0,99,91,100,79,69,60,35,50,0,17,3,9,28,100,37,7,2,0,99,91,100,79,69,60,35,50,0,17,3,9,28,100,37,7,2
"975",55,83,100,100,88,92,40,78,24,43,68,31,48,5,0,0,5,9,55,83,100,100,88,92,40,78,24,43,68,31,48,5,0,0,5,9
"976",31,91,0,85,8,45,85,44,100,82,66,100,68,50,76,0,4,6,31,91,0,85,8,45,85,44,100,82,66,100,68,50,76,0,4,6
"977",31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72,0,10,31,83,0,53,1,8,57,0,100,30,98,75,51,100,7,72,0,10
"978",7,86,44,100,54,70,30,39,0,13,14,4,57,2,100,0,2,2,7,86,44,100,54,70,30,39,0,13,14,4,57,2,100,0,2,2
"979",0,98,5,73,70,39,100,0,43,9,53,50,84,90,26,100,8,1,0,98,5,73,70,39,100,0,43,9,53,50,84,90,26,100,8,1
"980",100,100,70,93,37,68,11,41,0,11,38,0,48,25,2,35,6,4,100,100,70,93,37,68,11,41,0,11,38,0,48,25,2,35,6,4
"981",0,40,22,53,49,64,76,79,100,100,84,73,71,38,63,0,1,3,0,40,22,53,49,64,76,79,100,100,84,73,71,38,63,0,1,3
"982",41,81,63,100,82,75,52,47,100,46,98,17,46,0,0,9,3,9,41,81,63,100,82,75,52,47,100,46,98,17,46,0,0,9,3,9
"983",100,100,49,91,13,62,0,28,33,0,90,15,75,45,8,49,6,4,100,100,49,91,13,62,0,28,33,0,90,15,75,45,8,49,6,4
"984",24,86,36,55,98,77,27,100,45,81,100,49,84,10,0,0,9,9,24,86,36,55,98,77,27,100,45,81,100,49,84,10,0,0,9,9
"985",44,100,16,79,0,53,20,33,61,32,100,37,85,28,81,0,4,6,44,100,16,79,0,53,20,33,61,32,100,37,85,28,81,0,4,6
"986",90,85,100,100,64,97,59,68,80,38,72,8,36,1,0,0,5,9,90,85,100,100,64,97,59,68,80,38,72,8,36,1,0,0,5,9
"987",28,61,59,27,33,0,2,20,63,46,100,79,48,100,0,74,8,10,28,61,59,27,33,0,2,20,63,46,100,79,48,100,0,74,8,10
"988",94,95,56,100,23,67,0,29,19,0,69,16,100,50,89,90,0,8,94,95,56,100,23,67,0,29,19,0,69,16,100,50,89,90,0,8
"989",27,89,0,64,62,46,54,0,3,1,6,52,31,93,100,100,5,7,27,89,0,64,62,46,54,0,3,1,6,52,31,93,100,100,5,7
"990",100,100,55,100,13,76,0,46,12,15,64,0,78,27,26,46,6,4,100,100,55,100,13,76,0,46,12,15,64,0,78,27,26,46,6,4
"991",34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91,8,1,34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91,8,1
"992",34,29,0,51,37,76,92,100,100,80,84,53,74,26,74,0,1,3,34,29,0,51,37,76,92,100,100,80,84,53,74,26,74,0,1,3
"993",38,79,59,100,89,77,69,44,31,17,0,22,54,20,100,0,2,2,38,79,59,100,89,77,69,44,31,17,0,22,54,20,100,0,2,2
"994",100,100,60,89,26,65,3,36,0,4,43,0,51,26,12,31,6,4,100,100,60,89,26,65,3,36,0,4,43,0,51,26,12,31,6,4
"995",75,100,46,69,22,37,12,3,66,0,100,26,45,34,0,13,6,4,75,100,46,69,22,37,12,3,66,0,100,26,45,34,0,13,6,4
"996",21,100,19,70,32,100,45,52,63,7,0,0,34,8,100,13,1,2,21,100,19,70,32,100,45,52,63,7,0,0,34,8,100,13,1,2
"997",25,89,62,100,65,78,66,52,100,33,81,7,41,0,0,3,3,9,25,89,62,100,65,78,66,52,100,33,81,7,41,0,0,3,3,9
"998",7,97,15,68,65,39,31,0,0,25,4,77,33,97,100,100,5,7,7,97,15,68,65,39,31,0,0,25,4,77,33,97,100,100,5,7
"999",56,80,5,100,10,65,87,33,71,0,0,22,58,59,100,97,8,8,56,80,5,100,10,65,87,33,71,0,0,22,58,59,100,97,8,8
"1000",51,80,56,100,100,93,82,53,45,20,0,0,42,10,94,1,2,2,51,80,56,100,100,93,82,53,45,20,0,0,42,10,94,1,2,2
"1001",4,92,45,100,100,91,59,52,32,5,15,0,0,38,65,38,7,2,4,92,45,100,100,91,59,52,32,5,15,0,0,38,65,38,7,2
"1002",93,69,100,100,44,95,12,68,68,69,80,46,50,17,0,0,9,9,93,69,100,100,44,95,12,68,68,69,80,46,50,17,0,0,9,9
"1003",30,84,70,100,78,69,63,38,34,10,0,12,46,14,100,0,2,2,30,84,70,100,78,69,63,38,34,10,0,12,46,14,100,0,2,2
"1004",31,100,20,90,16,57,75,52,100,79,68,63,33,31,0,0,4,6,31,100,20,90,16,57,75,52,100,79,68,63,33,31,0,0,4,6
"1005",22,100,9,68,0,35,22,16,100,18,88,37,50,33,57,0,4,6,22,100,9,68,0,35,22,16,100,18,88,37,50,33,57,0,4,6
"1006",9,100,9,77,0,46,2,22,81,29,100,35,56,31,59,0,4,6,9,100,9,77,0,46,2,22,81,29,100,35,56,31,59,0,4,6
"1007",80,100,32,85,63,72,61,81,86,48,100,16,53,0,0,5,9,9,80,100,32,85,63,72,61,81,86,48,100,16,53,0,0,5,9,9
"1008",21,83,55,100,92,86,73,61,92,35,100,9,52,0,0,0,3,9,21,83,55,100,92,86,73,61,92,35,100,9,52,0,0,0,3,9
"1009",52,100,19,73,0,44,6,14,58,0,100,17,60,36,19,20,6,4,52,100,19,73,0,44,6,14,58,0,100,17,60,36,19,20,6,4
"1010",14,100,66,86,66,57,50,28,31,0,0,9,25,29,100,30,7,2,14,100,66,86,66,57,50,28,31,0,0,9,25,29,100,30,7,2
"1011",3,70,0,25,41,0,89,18,100,61,75,100,25,100,14,58,0,10,3,70,0,25,41,0,89,18,100,61,75,100,25,100,14,58,0,10
"1012",69,90,33,100,63,76,70,98,100,61,98,16,51,0,0,10,9,9,69,90,33,100,63,76,70,98,100,61,98,16,51,0,0,10,9,9
"1013",55,89,52,100,0,71,16,53,100,60,100,65,57,33,27,0,4,6,55,89,52,100,0,71,16,53,100,60,100,65,57,33,27,0,4,6
"1014",34,78,60,100,100,81,70,57,94,39,89,9,39,0,0,17,3,9,34,78,60,100,100,81,70,57,94,39,89,9,39,0,0,17,3,9
"1015",19,96,21,59,73,41,40,0,3,21,0,77,36,98,100,100,5,7,19,96,21,59,73,41,40,0,3,21,0,77,36,98,100,100,5,7
"1016",75,100,30,73,0,44,62,44,100,51,70,78,55,38,38,0,4,6,75,100,30,73,0,44,62,44,100,51,70,78,55,38,38,0,4,6
"1017",0,79,65,71,100,100,27,90,3,62,78,68,70,41,35,0,9,3,0,79,65,71,100,100,27,90,3,62,78,68,70,41,35,0,9,3
"1018",23,100,17,81,0,48,43,33,100,39,58,66,38,34,27,0,4,6,23,100,17,81,0,48,43,33,100,39,58,66,38,34,27,0,4,6
"1019",95,85,100,100,61,71,41,36,50,0,93,3,58,30,0,26,6,4,95,85,100,100,61,71,41,36,50,0,93,3,58,30,0,26,6,4
"1020",21,68,48,83,100,100,83,80,59,60,41,40,17,19,0,0,1,9,21,68,48,83,100,100,83,80,59,60,41,40,17,19,0,0,1,9
"1021",6,76,33,100,73,75,52,39,6,16,0,31,52,17,100,0,2,2,6,76,33,100,73,75,52,39,6,16,0,31,52,17,100,0,2,2
"1022",56,86,100,100,64,92,18,73,48,62,81,38,50,7,0,0,5,9,56,86,100,100,64,92,18,73,48,62,81,38,50,7,0,0,5,9
"1023",0,34,34,55,70,77,100,100,95,78,84,51,73,26,64,0,1,3,0,34,34,55,70,77,100,100,95,78,84,51,73,26,64,0,1,3
"1024",31,78,0,57,14,13,59,0,100,23,98,69,62,100,19,91,0,5,31,78,0,57,14,13,59,0,100,23,98,69,62,100,19,91,0,5
"1025",75,87,39,100,30,65,83,75,100,70,91,31,57,0,0,9,9,9,75,87,39,100,30,65,83,75,100,70,91,31,57,0,0,9,9,9
"1026",12,73,0,30,33,0,77,6,100,44,78,85,37,100,12,67,0,10,12,73,0,30,33,0,77,6,100,44,78,85,37,100,12,67,0,10
"1027",9,96,1,50,12,0,69,3,100,48,82,97,28,100,0,54,0,10,9,96,1,50,12,0,69,3,100,48,82,97,28,100,0,54,0,10
"1028",38,78,52,100,97,79,58,52,78,41,100,11,38,0,0,20,3,9,38,78,52,100,97,79,58,52,78,41,100,11,38,0,0,20,3,9
"1029",35,100,21,73,0,46,18,30,77,30,100,53,87,27,79,0,4,6,35,100,21,73,0,46,18,30,77,30,100,53,87,27,79,0,4,6
"1030",16,100,9,84,0,59,30,40,86,49,100,47,75,24,63,0,4,6,16,100,9,84,0,59,30,40,86,49,100,47,75,24,63,0,4,6
"1031",15,80,0,46,20,7,67,0,100,33,93,76,53,100,16,75,0,10,15,80,0,46,20,7,67,0,100,33,93,76,53,100,16,75,0,10
"1032",49,84,55,100,100,98,72,72,48,50,81,31,49,8,0,0,3,9,49,84,55,100,100,98,72,72,48,50,81,31,49,8,0,0,3,9
"1033",0,92,44,100,80,88,43,67,71,45,100,23,54,7,2,0,3,9,0,92,44,100,80,88,43,67,71,45,100,23,54,7,2,0,3,9
"1034",0,73,46,84,87,100,100,92,86,69,76,46,69,22,67,0,1,3,0,73,46,84,87,100,100,92,86,69,76,46,69,22,67,0,1,3
"1035",98,70,85,100,33,86,46,65,100,73,84,37,52,6,0,0,9,9,98,70,85,100,33,86,46,65,100,73,84,37,52,6,0,0,9,9
"1036",100,100,59,82,25,57,0,28,14,0,59,14,46,39,0,30,6,4,100,100,59,82,25,57,0,28,14,0,59,14,46,39,0,30,6,4
"1037",27,99,50,100,40,57,19,21,0,14,33,15,65,0,100,12,2,2,27,99,50,100,40,57,19,21,0,14,33,15,65,0,100,12,2,2
"1038",100,75,79,100,47,82,79,84,66,64,62,23,36,0,0,5,9,9,100,75,79,100,47,82,79,84,66,64,62,23,36,0,0,5,9,9
"1039",100,80,54,100,42,64,92,80,96,76,94,35,62,0,0,8,9,9,100,80,54,100,42,64,92,80,96,76,94,35,62,0,0,8,9,9
"1040",42,74,67,100,63,53,36,15,0,0,24,20,62,11,100,0,2,2,42,74,67,100,63,53,36,15,0,0,24,20,62,11,100,0,2,2
"1041",19,100,0,52,75,73,100,28,27,0,3,46,1,94,92,99,5,7,19,100,0,52,75,73,100,28,27,0,3,46,1,94,92,99,5,7
"1042",7,91,57,100,8,96,0,54,57,50,100,21,46,0,1,14,5,9,7,91,57,100,8,96,0,54,57,50,100,21,46,0,1,14,5,9
"1043",29,94,2,59,0,17,47,0,90,25,100,66,71,100,19,98,0,5,29,94,2,59,0,17,47,0,90,25,100,66,71,100,19,98,0,5
"1044",53,92,88,100,100,86,73,65,70,39,70,13,36,1,0,0,3,9,53,92,88,100,100,86,73,65,70,39,70,13,36,1,0,0,3,9
"1045",15,100,4,75,0,50,55,41,100,57,85,49,83,24,77,0,4,6,15,100,4,75,0,50,55,41,100,57,85,49,83,24,77,0,4,6
"1046",45,72,18,100,0,64,64,33,98,0,7,5,26,41,100,68,8,8,45,72,18,100,0,64,64,33,98,0,7,5,26,41,100,68,8,8
"1047",0,95,40,100,74,80,40,55,1,35,15,12,63,8,100,0,2,2,0,95,40,100,74,80,40,55,1,35,15,12,63,8,100,0,2,2
"1048",19,83,12,55,57,31,28,0,7,35,0,73,41,97,100,100,5,7,19,83,12,55,57,31,28,0,7,35,0,73,41,97,100,100,5,7
"1049",100,100,57,84,24,58,0,27,18,0,69,10,57,38,4,42,6,4,100,100,57,84,24,58,0,27,18,0,69,10,57,38,4,42,6,4
"1050",0,90,59,100,100,79,72,40,55,0,40,1,9,30,84,31,7,2,0,90,59,100,100,79,72,40,55,0,40,1,9,30,84,31,7,2
"1051",19,100,0,63,3,30,63,47,100,77,91,75,77,38,68,0,4,6,19,100,0,63,3,30,63,47,100,77,91,75,77,38,68,0,4,6
"1052",100,94,40,100,0,68,43,35,92,5,23,0,3,34,46,68,8,8,100,94,40,100,0,68,43,35,92,5,23,0,3,34,46,68,8,8
"1053",57,100,35,87,9,58,0,28,29,2,100,0,71,16,5,5,6,4,57,100,35,87,9,58,0,28,29,2,100,0,71,16,5,5,6,4
"1054",47,74,68,100,100,88,74,60,62,34,96,18,52,0,0,4,3,9,47,74,68,100,100,88,74,60,62,34,96,18,52,0,0,4,3,9
"1055",7,76,27,45,48,7,8,0,0,40,8,81,52,98,100,100,5,7,7,76,27,45,48,7,8,0,0,40,8,81,52,98,100,100,5,7
"1056",0,96,59,100,86,72,68,36,48,0,16,13,38,34,100,37,7,2,0,96,59,100,86,72,68,36,48,0,16,13,38,34,100,37,7,2
"1057",0,59,9,36,43,0,91,20,100,65,65,100,15,84,10,41,0,10,0,59,9,36,43,0,91,20,100,65,65,100,15,84,10,41,0,10
"1058",51,67,100,87,56,100,0,84,48,74,91,54,65,24,22,0,9,9,51,67,100,87,56,100,0,84,48,74,91,54,65,24,22,0,9,9
"1059",0,59,46,70,86,91,100,100,95,75,92,50,89,25,95,0,1,3,0,59,46,70,86,91,100,100,95,75,92,50,89,25,95,0,1,3
"1060",100,100,56,82,19,56,0,25,30,0,87,2,84,16,30,9,6,4,100,100,56,82,19,56,0,25,30,0,87,2,84,16,30,9,6,4
"1061",0,65,49,81,91,100,100,90,78,67,56,45,36,22,16,0,1,3,0,65,49,81,91,100,100,90,78,67,56,45,36,22,16,0,1,3
"1062",39,100,5,79,0,47,55,42,100,64,80,60,52,30,28,0,4,6,39,100,5,79,0,47,55,42,100,64,80,60,52,30,28,0,4,6
"1063",0,93,44,100,79,72,76,35,53,0,29,2,43,28,100,32,7,2,0,93,44,100,79,72,76,35,53,0,29,2,43,28,100,32,7,2
"1064",77,96,29,90,66,73,66,100,100,64,93,19,49,0,0,20,9,9,77,96,29,90,66,73,66,100,100,64,93,19,49,0,0,20,9,9
"1065",0,52,40,76,80,100,100,91,100,66,91,40,80,15,54,0,1,3,0,52,40,76,80,100,100,91,100,66,91,40,80,15,54,0,1,3
"1066",63,100,46,78,19,55,0,32,54,24,100,44,87,24,74,0,4,6,63,100,46,78,19,55,0,32,54,24,100,44,87,24,74,0,4,6
"1067",34,100,32,100,8,64,0,27,41,0,100,10,76,42,19,60,6,4,34,100,32,100,8,64,0,27,41,0,100,10,76,42,19,60,6,4
"1068",0,99,8,99,70,100,100,99,60,78,33,52,15,25,22,0,7,3,0,99,8,99,70,100,100,99,60,78,33,52,15,25,22,0,7,3
"1069",0,64,17,100,56,98,53,58,26,26,15,4,57,4,100,0,2,2,0,64,17,100,56,98,53,58,26,26,15,4,57,4,100,0,2,2
"1070",0,87,36,100,56,71,37,40,1,19,15,19,61,16,100,0,2,2,0,87,36,100,56,71,37,40,1,19,15,19,61,16,100,0,2,2
"1071",82,100,51,89,0,62,23,43,100,43,99,66,70,33,47,0,4,6,82,100,51,89,0,62,23,43,100,43,99,66,70,33,47,0,4,6
"1072",0,93,43,100,93,90,89,63,60,39,28,17,44,0,100,4,2,2,0,93,43,100,93,90,89,63,60,39,28,17,44,0,100,4,2,2
"1073",31,100,17,68,41,36,5,0,0,35,7,81,43,99,100,97,5,7,31,100,17,68,41,36,5,0,0,35,7,81,43,99,100,97,5,7
"1074",63,65,35,100,1,69,61,36,79,0,0,15,33,54,100,86,8,8,63,65,35,100,1,69,61,36,79,0,0,15,33,54,100,86,8,8
"1075",41,85,77,100,92,73,66,49,100,31,78,5,37,0,0,15,3,9,41,85,77,100,92,73,66,49,100,31,78,5,37,0,0,15,3,9
"1076",100,100,47,79,14,53,0,26,24,0,93,2,95,25,14,25,6,4,100,100,47,79,14,53,0,26,24,0,93,2,95,25,14,25,6,4
"1077",93,93,44,100,26,73,53,51,100,46,86,12,38,0,0,13,5,9,93,93,44,100,26,73,53,51,100,46,86,12,38,0,0,13,5,9
"1078",41,91,100,100,99,99,45,86,40,57,89,39,57,9,0,0,5,9,41,91,100,100,99,99,45,86,40,57,89,39,57,9,0,0,5,9
"1079",0,76,63,91,100,100,90,80,73,60,57,40,50,20,60,0,1,3,0,76,63,91,100,100,90,80,73,60,57,40,50,20,60,0,1,3
"1080",49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,8,7,49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,8,7
"1081",7,100,0,73,57,81,49,80,76,52,100,23,65,0,1,2,9,9,7,100,0,73,57,81,49,80,76,52,100,23,65,0,1,2,9,9
"1082",60,90,26,82,49,39,35,0,0,23,56,54,100,90,37,100,8,1,60,90,26,82,49,39,35,0,0,23,56,54,100,90,37,100,8,1
"1083",87,100,34,81,0,53,38,32,99,49,100,53,55,27,18,0,4,6,87,100,34,81,0,53,38,32,99,49,100,53,55,27,18,0,4,6
"1084",100,67,66,100,0,89,10,55,70,70,87,50,74,9,12,0,9,4,100,67,66,100,0,89,10,55,70,70,87,50,74,9,12,0,9,4
"1085",38,58,85,86,85,100,70,60,59,21,0,0,23,3,100,8,1,2,38,58,85,86,85,100,70,60,59,21,0,0,23,3,100,8,1,2
"1086",86,86,37,100,0,74,53,62,100,86,83,66,61,32,41,0,9,6,86,86,37,100,0,74,53,62,100,86,83,66,61,32,41,0,9,6
"1087",99,100,54,77,26,52,17,23,51,0,100,14,61,35,0,27,6,4,99,100,54,77,26,52,17,23,51,0,100,14,61,35,0,27,6,4
"1088",41,100,0,80,52,71,68,77,83,49,100,19,65,0,6,2,9,9,41,100,0,80,52,71,68,77,83,49,100,19,65,0,6,2,9,9
"1089",25,98,7,67,95,78,36,100,0,79,100,71,76,33,14,0,9,3,25,98,7,67,95,78,36,100,0,79,100,71,76,33,14,0,9,3
"1090",11,100,8,93,0,60,17,33,60,41,100,57,85,32,76,0,4,6,11,100,8,93,0,60,17,33,60,41,100,57,85,32,76,0,4,6
"1091",16,100,18,77,0,47,26,29,88,35,100,58,74,30,59,0,4,6,16,100,18,77,0,47,26,29,88,35,100,58,74,30,59,0,4,6
"1092",26,91,0,80,2,34,33,0,80,8,100,50,82,92,38,100,0,5,26,91,0,80,2,34,33,0,80,8,100,50,82,92,38,100,0,5
"1093",39,96,14,77,0,36,25,0,78,4,100,43,77,82,28,100,0,5,39,96,14,77,0,36,25,0,78,4,100,43,77,82,28,100,0,5
"1094",17,85,51,100,83,82,55,53,59,39,100,20,55,0,0,3,3,9,17,85,51,100,83,82,55,53,59,39,100,20,55,0,0,3,3,9
"1095",42,100,24,76,0,53,19,35,79,41,100,48,82,24,73,0,4,6,42,100,24,76,0,53,19,35,79,41,100,48,82,24,73,0,4,6
"1096",0,80,33,100,65,77,63,39,58,0,35,25,55,39,100,41,7,2,0,80,33,100,65,77,63,39,58,0,35,25,55,39,100,41,7,2
"1097",68,100,42,75,0,52,44,50,100,66,86,46,51,20,41,0,4,6,68,100,42,75,0,52,44,50,100,66,86,46,51,20,41,0,4,6
"1098",21,69,49,100,87,85,69,45,32,16,0,8,50,7,100,0,2,2,21,69,49,100,87,85,69,45,32,16,0,8,50,7,100,0,2,2
"1099",98,100,50,76,20,42,21,5,77,0,100,34,45,37,0,10,6,4,98,100,50,76,20,42,21,5,77,0,100,34,45,37,0,10,6,4
"1100",100,71,46,71,18,92,66,100,91,74,75,45,44,19,0,0,9,9,100,71,46,71,18,92,66,100,91,74,75,45,44,19,0,0,9,9
"1101",16,100,10,59,57,35,27,0,0,29,2,86,45,96,100,96,5,7,16,100,10,59,57,35,27,0,0,29,2,86,45,96,100,96,5,7
"1102",51,92,12,63,0,8,54,0,100,37,86,86,28,100,20,56,0,10,51,92,12,63,0,8,54,0,100,37,86,86,28,100,20,56,0,10
"1103",12,67,42,36,57,4,12,0,0,38,12,73,55,87,100,100,5,7,12,67,42,36,57,4,12,0,0,38,12,73,55,87,100,100,5,7
